"78","joysticks","joystick","17"
"79","Ver_más","joystick","17"
"80","lavarropas_secaropas","linea_hogar","18"
"81","Ver_más","linea_hogar","18"
"82","memoria_dim_ddr2","memorias","19"
"83","memoria_dim_ddr3_1600_mhz","memorias","19"
"84","memoria_dim_ddr4_3200_mhz","memorias","19"
"85","memoria_dim_ddr4_2666_mhz","memorias","19"
"86","memoria_dim_ddr4_3200_mhz_rgb","memorias","19"
"87","memoria_sodim_ddr4","memorias","19"
"88","memoria_dim_ddr4_2666_mhz_c_d","memorias","19"
"89","memoria_dim_ddr4_3600_mhz_rgb","memorias","19"
"90","memoria_sodim_ddr3","memorias","19"
"91","memoria_dim_ddr5","memorias","19"
"92","memoria_dim_ddr4_4000mhz","memorias","19"
"93","memoria_dim_ddr4_3600_mhz","memorias","19"
"94","memoria_dim_ddr4_2400_mhz_c_d","memorias","19"
"95","memoria_dim_ddr4_3000_mhz_rgb","memorias","19"
"96","memoria_dim_ddr4_3000_mhz","memorias","19"
"97","Ver_más","memorias","19"
"98","intel_1151","microprocesador","20"
"99","amd_am4","microprocesador","20"
"100","intel_1200","microprocesador","20"
"101","intel_1700","microprocesador","20"
"102","Ver_más","microprocesador","20"
"103","monitores_gamer","monitores","21"
"104","monitores_led","monitores","21"
"105","monitor_tv","monitores","21"
"106","Ver_más","monitores","21"
"107","mb_amd_am4","motherboard","22"
"108","mb_intel_1151_gen_8_9","motherboard","22"
"109","mb_amd_tr4","motherboard","22"
"110","placas_expansoras","motherboard","22"
"111","mb_intel_1200","motherboard","22"
"112","mb_amd_cpu","motherboard","22"
"113","mb_intel_1700","motherboard","22"
"114","mb_intel_1151_gen_6_7","motherboard","22"
"115","mb_amd_am5","motherboard","22"
"116","Ver_más","motherboard","22"
"117","mouse_pad","mouse_pad","23"
"118","Ver_más","mouse_pad","23"
"119","mouse_gamer","mouses","24"
"120","mouse_inalambrico","mouses","24"
"121","mouse_optico_usb","mouses","24"
"122","Ver_más","mouses","24"
"123","tabletas_digitalizadoras","multimedia","25"
"124","grabadoras_de_dvd","multimedia","25"
"125","capturadoras_y_sintoniz_de_tv","multimedia","25"
"126","varios","multimedia","25"
"127","receptor_bluetooth","multimedia","25"
"128","Ver_más","multimedia","25"
"129","notebooks_intel_celeron","notebooks","26"
"130","notebooks_amd","notebooks","26"
"131","notebooks_intel_core_i7","notebooks","26"
"132","notebooks_intel_core_i5","notebooks","26"
"133","notebooks_intel_pentium","notebooks","26"
"134","notebooks_intel_core_i3","notebooks","26"
"135","notebooks_gamer","notebooks","26"
"136","Ver_más","notebooks","26"
"137","parlantes_portatiles","parlantes","27"
"138","sistema_de_sonido","parlantes","27"
"139","parlantes_20","parlantes","27"
"140","parlantes_41","parlantes","27"
"141","Ver_más","parlantes","27"
"142","pen_drive","pen_drives","28"
"143","pen_drives_30","pen_drives","28"
"144","pen_drives_20","pen_drives","28"
"145","Ver_más","pen_drives","28"
"146","belleza_depiladoras_alisadoras","peque?os_electrodomesticos","29"
"147","aspiradoras","peque?os_electrodomesticos","29"
"148","Ver_más","peque?os_electrodomesticos","29"
"149","nvidia","placas_de_video","30"
"150","radeon","placas_de_video","30"
"151","Ver_más","placas_de_video","30"
"152","punteros_laser","proyectores","31"
"153","pantallas","proyectores","31"
"154","proyectores","proyectores","31"
"155","Ver_más","proyectores","31"
"156","racks","rack","32"
"157","gabinetes_rackeables","rack","32"
"158","Ver_más","rack","32"
"159","grasa_siliconada","refrigeracion","33"
"160","coolers_p_gabinetes","refrigeracion","33"
"161","coolers_p_micros","refrigeracion","33"
"162","Ver_más","refrigeracion","33"
"163","servidor","servidores","34"
"164","Ver_más","servidores","34"
"165","sillas_gamer","sillas_gamer","35"
"166","Ver_más","sillas_gamer","35"
"167","smart_home","smart_home","36"
"168","Ver_más","smart_home","36"
"169","smartwatches","smartwatches","37"
"170","Ver_más","smartwatches","37"
"171","sistema_operativo","software","38"
"172","Ver_más","software","38"
"173","tablet_ebooks","tablet_y_ebook","39"
"174","Ver_más","tablet_y_ebook","39"
"175","teclado_y_mouse","teclados","40"
"176","teclados_inalambricos","teclados","40"
"177","teclados_gamer","teclados","40"
"178","accesorios_para_teclado","teclados","40"
"179","teclado_usb","teclados","40"
"180","Ver_más","teclados","40"
"181","telefonos_linea","telefonia","41"
"182","cables","telefonia","41"
"183","celulares","telefonia","41"
"184","Ver_más","telefonia","41"
"185","tv_led","televisores","42"
"186","Ver_más","televisores","42"
"187","varios","accesorios","43"
"188","soportes","accesorios","43"
"189","aire_acondicionados","aire_acondicionado_ventilador","44"
"190","discos_sata","almacenamiento","45"
"191","disco_de_notebook","almacenamiento","45"
"192","externos","almacenamiento","45"
"193","ssd","almacenamiento","45"
"194","apple","apple","46"
"195","auriculares_con_microfono","auriculares_y_microfonos","47"
